Entity,Code,Year,Low-carbon energy (TWh growth – sub method)
Pakistan,PAK,1977,2.247
Pakistan,PAK,1978,3.793
Pakistan,PAK,1979,1.449
Pakistan,PAK,1980,1.215
Pakistan,PAK,1981,1.338
Pakistan,PAK,1982,3.327
Pakistan,PAK,1983,4.788
Pakistan,PAK,1984,1.387
Pakistan,PAK,1985,1.51
Pakistan,PAK,1986,-1.203
Pakistan,PAK,1987,10.275
Pakistan,PAK,1988,1.891
Pakistan,PAK,1989,0.565
Pakistan,PAK,1990,-0.16
Pakistan,PAK,1991,3.327
Pakistan,PAK,1992,4.984
Pakistan,PAK,1993,5.119
Pakistan,PAK,1994,-0.626
Pakistan,PAK,1995,3.204
Pakistan,PAK,1996,5.156
Pakistan,PAK,1997,-17.297
Pakistan,PAK,1998,15.566
Pakistan,PAK,1999,-8.102
Pakistan,PAK,2000,-5.982
Pakistan,PAK,2001,4.67
Pakistan,PAK,2002,5.172
Pakistan,PAK,2003,11.221
Pakistan,PAK,2004,5.38
Pakistan,PAK,2005,8.987
Pakistan,PAK,2006,-1.775
Pakistan,PAK,2007,2.674
Pakistan,PAK,2008,-13.52
Pakistan,PAK,2009,5.317
Pakistan,PAK,2010,2.287
Pakistan,PAK,2011,5.179
Pakistan,PAK,2012,-54.724
Pakistan,PAK,2013,111.761
Pakistan,PAK,2014,-50.747
Pakistan,PAK,2015,2.56
Pakistan,PAK,2016,9.359
Pakistan,PAK,2017,-1.572
Pakistan,PAK,2018,3.32
Pakistan,PAK,2019,19.259
Peru,PER,1966,0.561
Peru,PER,1967,0.947
Peru,PER,1968,0.644
Peru,PER,1969,0.836
Peru,PER,1970,-0.458
Peru,PER,1971,2.714
Peru,PER,1972,0.414
Peru,PER,1973,0.936
Peru,PER,1974,1.342
Peru,PER,1975,0.697
Peru,PER,1976,0.847
Peru,PER,1977,0.636
Peru,PER,1978,0.389
Peru,PER,1979,1.275
Peru,PER,1980,0.636
Peru,PER,1981,2.714
Peru,PER,1982,1.319
Peru,PER,1983,-0.819
Peru,PER,1984,1.647
Peru,PER,1985,1.961
Peru,PER,1986,1.842
Peru,PER,1987,2.222
Peru,PER,1988,-1.264
Peru,PER,1989,0.258
Peru,PER,1990,-0.131
Peru,PER,1991,2.833
Peru,PER,1992,-5.008
Peru,PER,1993,5.794
Peru,PER,1994,2.661
Peru,PER,1995,0.593
Peru,PER,1996,1.059
Peru,PER,1997,-0.255
Peru,PER,1998,1.571
Peru,PER,1999,2.071
Peru,PER,2000,4.596
Peru,PER,2001,3.691
Peru,PER,2002,0.913
Peru,PER,2003,1.052
Peru,PER,2004,-3.171
Peru,PER,2005,1.437
Peru,PER,2006,4.013
Peru,PER,2007,-0.271
Peru,PER,2008,-1.507
Peru,PER,2009,1.897
Peru,PER,2010,0.614
Peru,PER,2011,3.576
Peru,PER,2012,1.009
Peru,PER,2013,1.482
Peru,PER,2014,0.864
Peru,PER,2015,3.331
Peru,PER,2016,0.491
Peru,PER,2017,13.873
Peru,PER,2018,6.407
Peru,PER,2019,3.099
Philippines,PHL,1966,-0.083
Philippines,PHL,1967,0.444
Philippines,PHL,1968,0.111
Philippines,PHL,1969,0.264
Philippines,PHL,1970,0.783
Philippines,PHL,1971,-0.456
Philippines,PHL,1972,0.761
Philippines,PHL,1973,0.464
Philippines,PHL,1974,-0.897
Philippines,PHL,1975,0.614
Philippines,PHL,1976,1.453
Philippines,PHL,1977,-1.889
Philippines,PHL,1978,1.942
Philippines,PHL,1979,1.955
Philippines,PHL,1980,5.691
Philippines,PHL,1981,5.751
Philippines,PHL,1982,0.121
Philippines,PHL,1983,3.395
Philippines,PHL,1984,4.815
Philippines,PHL,1985,2.385
Philippines,PHL,1986,0.264
Philippines,PHL,1987,-4.02
Philippines,PHL,1988,3.733
Philippines,PHL,1989,1.944
Philippines,PHL,1990,-0.636
Philippines,PHL,1991,-2.93
Philippines,PHL,1992,-2.119
Philippines,PHL,1993,1.547
Philippines,PHL,1994,4.125
Philippines,PHL,1995,0.514
Philippines,PHL,1996,3.325
Philippines,PHL,1997,-0.717
Philippines,PHL,1998,1.872
Philippines,PHL,1999,12.372
Philippines,PHL,2000,2.753
Philippines,PHL,2001,-5.536
Philippines,PHL,2002,-1.054
Philippines,PHL,2003,0.832
Philippines,PHL,2004,2.893
Philippines,PHL,2005,-1.846
Philippines,PHL,2006,5.44
Philippines,PHL,2007,-4.65
Philippines,PHL,2008,4.416
Philippines,PHL,2009,-1.483
Philippines,PHL,2010,-6.499
Philippines,PHL,2011,4.956
Philippines,PHL,2012,2.05
Philippines,PHL,2013,-2.521
Philippines,PHL,2014,-0.543
Philippines,PHL,2015,2.618
Philippines,PHL,2016,2.242
Philippines,PHL,2017,2.684
Philippines,PHL,2018,0.016
Philippines,PHL,2019,1.297
Poland,POL,1966,0.033
Poland,POL,1967,0.186
Poland,POL,1968,0.142
Poland,POL,1969,-0.439
Poland,POL,1970,2.6
Poland,POL,1971,-0.444
Poland,POL,1972,0.05
Poland,POL,1973,-0.025
Poland,POL,1974,1.883
Poland,POL,1975,-0.433
Poland,POL,1976,-1.036
Poland,POL,1977,1.094
Poland,POL,1978,-0.025
Poland,POL,1979,-0.461
Poland,POL,1980,1.528
Poland,POL,1981,-0.531
Poland,POL,1982,-1.65
Poland,POL,1983,0.625
Poland,POL,1984,-0.789
Poland,POL,1985,1.378
Poland,POL,1986,-0.922
Poland,POL,1987,-0.175
Poland,POL,1988,0.092
Poland,POL,1989,-0.486
Poland,POL,1990,-0.667
Poland,POL,1991,0.1
Poland,POL,1992,0.306
Poland,POL,1993,-0.192
Poland,POL,1994,0.653
Poland,POL,1995,0.475
Poland,POL,1996,0.303
Poland,POL,1997,0.189
Poland,POL,1998,1.114
Poland,POL,1999,-0.503
Poland,POL,2000,-0.056
Poland,POL,2001,1.203
Poland,POL,2002,-0.093
Poland,POL,2003,-1.111
Poland,POL,2004,2.012
Poland,POL,2005,2.456
Poland,POL,2006,1.608
Poland,POL,2007,3.035
Poland,POL,2008,7.008
Poland,POL,2009,7.487
Poland,POL,2010,5.847
Poland,POL,2011,6.101
Poland,POL,2012,10.276
Poland,POL,2013,-0.01
Poland,POL,2014,6.385
Poland,POL,2015,6.37
Poland,POL,2016,-2.514
Poland,POL,2017,4.9
Poland,POL,2018,-3.01
Poland,POL,2019,9.019
Portugal,PRT,1966,3.594
Portugal,PRT,1967,0.547
Portugal,PRT,1968,-0.714
Portugal,PRT,1969,3.264
Portugal,PRT,1970,-1.669
Portugal,PRT,1971,0.897
Portugal,PRT,1972,2.461
Portugal,PRT,1973,0.906
Portugal,PRT,1974,1.342
Portugal,PRT,1975,-3.783
Portugal,PRT,1976,-4.525
Portugal,PRT,1977,14.397
Portugal,PRT,1978,2.342
Portugal,PRT,1979,1.189
Portugal,PRT,1980,-8.711
Portugal,PRT,1981,-8.347
Portugal,PRT,1982,5.4
Portugal,PRT,1983,3.214
Portugal,PRT,1984,4.742
Portugal,PRT,1985,3.064
Portugal,PRT,1986,-5.892
Portugal,PRT,1987,1.797
Portugal,PRT,1988,8.664
Portugal,PRT,1989,-17.789
Portugal,PRT,1990,9.358
Portugal,PRT,1991,0.017
Portugal,PRT,1992,-12
Portugal,PRT,1993,10.88
Portugal,PRT,1994,6.079
Portugal,PRT,1995,-6.258
Portugal,PRT,1996,17.783
Portugal,PRT,1997,-4.333
Portugal,PRT,1998,-0.218
Portugal,PRT,1999,-15.289
Portugal,PRT,2000,11.723
Portugal,PRT,2001,7.697
Portugal,PRT,2002,-16.756
Portugal,PRT,2003,21.55
Portugal,PRT,2004,-14.889
Portugal,PRT,2005,-11.21
Portugal,PRT,2006,20.491
Portugal,PRT,2007,1.895
Portugal,PRT,2008,-4.27
Portugal,PRT,2009,10.355
Portugal,PRT,2010,27.128
Portugal,PRT,2011,-11.675
Portugal,PRT,2012,-12.914
Portugal,PRT,2013,25.512
Portugal,PRT,2014,4.884
Portugal,PRT,2015,-17.803
Portugal,PRT,2016,18.673
Portugal,PRT,2017,-25.011
Portugal,PRT,2018,16.956
Portugal,PRT,2019,-5.518
Qatar,QAT,1966,0
Qatar,QAT,1967,0
Qatar,QAT,1968,0
Qatar,QAT,1969,0
Qatar,QAT,1970,0
Qatar,QAT,1971,0
Qatar,QAT,1972,0
Qatar,QAT,1973,0
Qatar,QAT,1974,0
Qatar,QAT,1975,0
Qatar,QAT,1976,0
Qatar,QAT,1977,0
Qatar,QAT,1978,0
Qatar,QAT,1979,0
Qatar,QAT,1980,0
Qatar,QAT,1981,0
Qatar,QAT,1982,0
Qatar,QAT,1983,0
Qatar,QAT,1984,0
Qatar,QAT,1985,0
Qatar,QAT,1986,0
Qatar,QAT,1987,0
Qatar,QAT,1988,0
Qatar,QAT,1989,0
Qatar,QAT,1990,0
Qatar,QAT,1991,0
Qatar,QAT,1992,0
Qatar,QAT,1993,0
Qatar,QAT,1994,0
Qatar,QAT,1995,0
Qatar,QAT,1996,0
Qatar,QAT,1997,0
Qatar,QAT,1998,0
Qatar,QAT,1999,0
Qatar,QAT,2000,0
Qatar,QAT,2001,0
Qatar,QAT,2002,0
Qatar,QAT,2003,0
Qatar,QAT,2004,0
Qatar,QAT,2005,0
Qatar,QAT,2006,0
Qatar,QAT,2007,0
Qatar,QAT,2008,0
Qatar,QAT,2009,0
Qatar,QAT,2010,0
Qatar,QAT,2011,0.3
Qatar,QAT,2012,-0.002
Qatar,QAT,2013,0.005
Qatar,QAT,2014,0.005
Qatar,QAT,2015,-0.002
Qatar,QAT,2016,0.003
Qatar,QAT,2017,-0.002
Qatar,QAT,2018,-0.002
Qatar,QAT,2019,-0.001
Romania,ROU,1966,0.083
Romania,ROU,1967,1.225
Romania,ROU,1968,0.239
Romania,ROU,1969,1.819
Romania,ROU,1970,1.544
Romania,ROU,1971,4.783
Romania,ROU,1972,7.911
Romania,ROU,1973,0.567
Romania,ROU,1974,2.581
Romania,ROU,1975,2.458
Romania,ROU,1976,-3.483
Romania,ROU,1977,3.439
Romania,ROU,1978,3.525
Romania,ROU,1979,2.014
Romania,ROU,1980,3.606
Romania,ROU,1981,0.278
Romania,ROU,1982,-2.453
Romania,ROU,1983,-5.044
Romania,ROU,1984,3.578
Romania,ROU,1985,3.853
Romania,ROU,1986,-5.286
Romania,ROU,1987,1.108
Romania,ROU,1988,9.908
Romania,ROU,1989,-3.05
Romania,ROU,1990,-6.291
Romania,ROU,1991,8.819
Romania,ROU,1992,-8.017
Romania,ROU,1993,2.964
Romania,ROU,1994,0.769
Romania,ROU,1995,10.131
Romania,ROU,1996,1.244
Romania,ROU,1997,16.053
Romania,ROU,1998,3.547
Romania,ROU,1999,-1.969
Romania,ROU,2000,-9.039
Romania,ROU,2001,0.008
Romania,ROU,2002,2.908
Romania,ROU,2003,-9.625
Romania,ROU,2004,10.234
Romania,ROU,2005,9.583
Romania,ROU,2006,-5.18
Romania,ROU,2007,-1.145
Romania,ROU,2008,12.113
Romania,ROU,2009,-3.465
Romania,ROU,2010,11.604
Romania,ROU,2011,-10.521
Romania,ROU,2012,-4.74
Romania,ROU,2013,12.934
Romania,ROU,2014,12.543
Romania,ROU,2015,2.275
Romania,ROU,2016,0.472
Romania,ROU,2017,-6.725
Romania,ROU,2018,3.9
Romania,ROU,2019,-4.89
Russia,RUS,1986,29.193
Russia,RUS,1987,49.104
Russia,RUS,1988,23.632
Russia,RUS,1989,0.908
Russia,RUS,1990,-30.08
Russia,RUS,1991,8.075
Russia,RUS,1992,11.501
Russia,RUS,1993,3.478
Russia,RUS,1994,-54.8
Russia,RUS,1995,5.664
Russia,RUS,1996,-34.595
Russia,RUS,1997,7.214
Russia,RUS,1998,-10.319
Russia,RUS,1999,55.972
Russia,RUS,2000,34.578
Russia,RUS,2001,39.056
Russia,RUS,2002,-24.644
Russia,RUS,2003,1.206
Russia,RUS,2004,33.812
Russia,RUS,2005,-0.993
Russia,RUS,2006,15.171
Russia,RUS,2007,14.038
Russia,RUS,2008,-29.949
Russia,RUS,2009,20.687
Russia,RUS,2010,-7.643
Russia,RUS,2011,-7.643
Russia,RUS,2012,7.439
Russia,RUS,2013,27.102
Russia,RUS,2014,-3.377
Russia,RUS,2015,18.57
Russia,RUS,2016,39.459
Russia,RUS,2017,12.389
Russia,RUS,2018,11.944
Russia,RUS,2019,17.609
Saudi Arabia,SAU,1966,0
Saudi Arabia,SAU,1967,0
Saudi Arabia,SAU,1968,0
Saudi Arabia,SAU,1969,0
Saudi Arabia,SAU,1970,0
Saudi Arabia,SAU,1971,0
Saudi Arabia,SAU,1972,0
Saudi Arabia,SAU,1973,0
Saudi Arabia,SAU,1974,0
Saudi Arabia,SAU,1975,0
Saudi Arabia,SAU,1976,0
Saudi Arabia,SAU,1977,0
Saudi Arabia,SAU,1978,0
Saudi Arabia,SAU,1979,0
Saudi Arabia,SAU,1980,0
Saudi Arabia,SAU,1981,0
Saudi Arabia,SAU,1982,0
Saudi Arabia,SAU,1983,0
Saudi Arabia,SAU,1984,0
Saudi Arabia,SAU,1985,0
Saudi Arabia,SAU,1986,0
Saudi Arabia,SAU,1987,0
Saudi Arabia,SAU,1988,0
Saudi Arabia,SAU,1989,0
Saudi Arabia,SAU,1990,0
Saudi Arabia,SAU,1991,0
Saudi Arabia,SAU,1992,0
Saudi Arabia,SAU,1993,0
Saudi Arabia,SAU,1994,0
Saudi Arabia,SAU,1995,0
Saudi Arabia,SAU,1996,0
Saudi Arabia,SAU,1997,0
Saudi Arabia,SAU,1998,0
Saudi Arabia,SAU,1999,0
Saudi Arabia,SAU,2000,0
Saudi Arabia,SAU,2001,0
Saudi Arabia,SAU,2002,0
Saudi Arabia,SAU,2003,0
Saudi Arabia,SAU,2004,0
Saudi Arabia,SAU,2005,0
Saudi Arabia,SAU,2006,0
Saudi Arabia,SAU,2007,0
Saudi Arabia,SAU,2008,0.002
Saudi Arabia,SAU,2009,0
Saudi Arabia,SAU,2010,0.009
Saudi Arabia,SAU,2011,0.002
Saudi Arabia,SAU,2012,0.048
Saudi Arabia,SAU,2013,0.039
Saudi Arabia,SAU,2014,0.007
Saudi Arabia,SAU,2015,0.219
Saudi Arabia,SAU,2016,-0.002
Saudi Arabia,SAU,2017,0.063
Saudi Arabia,SAU,2018,0.559
Saudi Arabia,SAU,2019,3.463
Singapore,SGP,1966,0
Singapore,SGP,1967,0
Singapore,SGP,1968,0
Singapore,SGP,1969,0
Singapore,SGP,1970,0
Singapore,SGP,1971,0
Singapore,SGP,1972,0
Singapore,SGP,1973,0
Singapore,SGP,1974,0
Singapore,SGP,1975,0
Singapore,SGP,1976,0
Singapore,SGP,1977,0
Singapore,SGP,1978,0
Singapore,SGP,1979,0
Singapore,SGP,1980,0
Singapore,SGP,1981,0
Singapore,SGP,1982,0
Singapore,SGP,1983,0
Singapore,SGP,1984,0
Singapore,SGP,1985,0
Singapore,SGP,1986,0.236
Singapore,SGP,1987,0
Singapore,SGP,1988,0
Singapore,SGP,1989,0
Singapore,SGP,1990,0
Singapore,SGP,1991,0.444
Singapore,SGP,1992,0
Singapore,SGP,1993,0
Singapore,SGP,1994,0
Singapore,SGP,1995,0
Singapore,SGP,1996,0
Singapore,SGP,1997,0
Singapore,SGP,1998,0
Singapore,SGP,1999,0
Singapore,SGP,2000,0
Singapore,SGP,2001,0.625
Singapore,SGP,2002,-0.008
Singapore,SGP,2003,0.052
Singapore,SGP,2004,-0.052
Singapore,SGP,2005,-0.012
Singapore,SGP,2006,-0.018
Singapore,SGP,2007,0.045
Singapore,SGP,2008,0.065
Singapore,SGP,2009,0.011
Singapore,SGP,2010,0.152
Singapore,SGP,2011,0.042
Singapore,SGP,2012,0.078
Singapore,SGP,2013,0.18
Singapore,SGP,2014,0.117
Singapore,SGP,2015,0.222
Singapore,SGP,2016,0.06
Singapore,SGP,2017,0.006
Singapore,SGP,2018,-0.013
Singapore,SGP,2019,0.124
Slovakia,SVK,1966,-0.258
Slovakia,SVK,1967,-0.847
Slovakia,SVK,1968,-0.417
Slovakia,SVK,1969,-1.031
Slovakia,SVK,1970,1.841
Slovakia,SVK,1971,-1.363
Slovakia,SVK,1972,0.203
Slovakia,SVK,1973,0.014
Slovakia,SVK,1974,3.208
Slovakia,SVK,1975,-1.444
Slovakia,SVK,1976,0.756
Slovakia,SVK,1977,0.169
Slovakia,SVK,1978,-0.678
Slovakia,SVK,1979,4.869
Slovakia,SVK,1980,7.636
Slovakia,SVK,1981,0.886
Slovakia,SVK,1982,1.297
Slovakia,SVK,1983,1.156
Slovakia,SVK,1984,2.256
Slovakia,SVK,1985,7.514
Slovakia,SVK,1986,5.256
Slovakia,SVK,1987,0.15
Slovakia,SVK,1988,-0.6
Slovakia,SVK,1989,2.472
Slovakia,SVK,1990,-0.564
Slovakia,SVK,1991,-2.275
Slovakia,SVK,1992,-0.306
Slovakia,SVK,1993,5.461
Slovakia,SVK,1994,5.547
Slovakia,SVK,1995,-1.758
Slovakia,SVK,1996,-2.336
Slovakia,SVK,1997,-0.942
Slovakia,SVK,1998,1.456
Slovakia,SVK,1999,5.361
Slovakia,SVK,2000,9.772
Slovakia,SVK,2001,2.586
Slovakia,SVK,2002,2.865
Slovakia,SVK,2003,-6.186
Slovakia,SVK,2004,-0.932
Slovakia,SVK,2005,2.978
Slovakia,SVK,2006,0.719
Slovakia,SVK,2007,-7.174
Slovakia,SVK,2008,2.762
Slovakia,SVK,2009,-6.276
Slovakia,SVK,2010,3.104
Slovakia,SVK,2011,-0.552
Slovakia,SVK,2012,1.237
Slovakia,SVK,2013,2.48
Slovakia,SVK,2014,-0.67
Slovakia,SVK,2015,-1.472
Slovakia,SVK,2016,-0.526
Slovakia,SVK,2017,0.455
Slovakia,SVK,2018,-2.712
Slovakia,SVK,2019,2.264
Slovenia,SVN,1991,2.678
Slovenia,SVN,1992,-3.239
Slovenia,SVN,1993,-1.119
Slovenia,SVN,1994,2.825
Slovenia,SVN,1995,0.064
Slovenia,SVN,1996,0.553
Slovenia,SVN,1997,-0.333
Slovenia,SVN,1998,0.997
Slovenia,SVN,1999,-0.008
Slovenia,SVN,2000,0.553
Slovenia,SVN,2001,1.113
Slovenia,SVN,2002,-0.662
Slovenia,SVN,2003,-1.947
Slovenia,SVN,2004,3.616
Slovenia,SVN,2005,-0.758
Slovenia,SVN,2006,-0.74
Slovenia,SVN,2007,-0.614
Slovenia,SVN,2008,3.858
Slovenia,SVN,2009,0.006
Slovenia,SVN,2010,-0.802
Slovenia,SVN,2011,-0.979
Slovenia,SVN,2012,-0.772
Slovenia,SVN,2013,1.26
Slovenia,SVN,2014,6.388
Slovenia,SVN,2015,-7.733
Slovenia,SVN,2016,1.789
Slovenia,SVN,2017,-0.252
Slovenia,SVN,2018,0.542
Slovenia,SVN,2019,-0.717
South Africa,ZAF,1966,-0.003
South Africa,ZAF,1967,-0.028
South Africa,ZAF,1968,-0.006
South Africa,ZAF,1969,-0.008
South Africa,ZAF,1970,0.011
South Africa,ZAF,1971,0.242
South Africa,ZAF,1972,2.006
South Africa,ZAF,1973,0.419
South Africa,ZAF,1974,0.408
South Africa,ZAF,1975,-0.033
South Africa,ZAF,1976,2.1
South Africa,ZAF,1977,0.189
South Africa,ZAF,1978,-0.103
South Africa,ZAF,1979,-2.119
South Africa,ZAF,1980,-0.422
South Africa,ZAF,1981,1.836
South Africa,ZAF,1982,-1.769
South Africa,ZAF,1983,-1.169
South Africa,ZAF,1984,10.806
South Africa,ZAF,1985,4.039
South Africa,ZAF,1986,12.464
South Africa,ZAF,1987,-7.339
South Africa,ZAF,1988,16.308
South Africa,ZAF,1989,0.564
South Africa,ZAF,1990,-12.219
South Africa,ZAF,1991,4.625
South Africa,ZAF,1992,-3.011
South Africa,ZAF,1993,-7.331
South Africa,ZAF,1994,9.361
South Africa,ZAF,1995,2.942
South Africa,ZAF,1996,3.678
South Africa,ZAF,1997,4.808
South Africa,ZAF,1998,1.506
South Africa,ZAF,1999,-4.631
South Africa,ZAF,2000,2.327
South Africa,ZAF,2001,-5.021
South Africa,ZAF,2002,4.36
South Africa,ZAF,2003,-1.969
South Africa,ZAF,2004,1.94
South Africa,ZAF,2005,-4.679
South Africa,ZAF,2006,0.529
South Africa,ZAF,2007,3.191
South Africa,ZAF,2008,0.068
South Africa,ZAF,2009,-0.247
South Africa,ZAF,2010,0.721
South Africa,ZAF,2011,3.303
South Africa,ZAF,2012,-5.317
South Africa,ZAF,2013,3.451
South Africa,ZAF,2014,5.462
South Africa,ZAF,2015,2.42
South Africa,ZAF,2016,12.934
South Africa,ZAF,2017,6.437
South Africa,ZAF,2018,-8.22
South Africa,ZAF,2019,8.435
South Korea,KOR,1966,0.764
South Korea,KOR,1967,-0.089
South Korea,KOR,1968,-0.066
South Korea,KOR,1969,1.386
South Korea,KOR,1970,-0.577
South Korea,KOR,1971,0.276
South Korea,KOR,1972,0.134
South Korea,KOR,1973,-0.232
South Korea,KOR,1974,1.726
South Korea,KOR,1975,-0.62
South Korea,KOR,1976,0.294
South Korea,KOR,1977,-0.901
South Korea,KOR,1978,7.41
South Korea,KOR,1979,3.656
South Korea,KOR,1980,-0.14
South Korea,KOR,1981,0.271
South Korea,KOR,1982,-0.006
South Korea,KOR,1983,16.018
South Korea,KOR,1984,7.03
South Korea,KOR,1985,17.056
South Korea,KOR,1986,31.919
South Korea,KOR,1987,32.94
South Korea,KOR,1988,-3.31
South Korea,KOR,1989,22.892
South Korea,KOR,1990,20.118
South Korea,KOR,1991,6.184
South Korea,KOR,1992,-0.467
South Korea,KOR,1993,7.609
South Korea,KOR,1994,-3.802
South Korea,KOR,1995,25.113
South Korea,KOR,1996,18.65
South Korea,KOR,1997,8.964
South Korea,KOR,1998,39.03
South Korea,KOR,1999,36.911
South Korea,KOR,2000,15.983
South Korea,KOR,2001,2.088
South Korea,KOR,2002,19.805
South Korea,KOR,2003,31.196
South Korea,KOR,2004,-0.65
South Korea,KOR,2005,39.402
South Korea,KOR,2006,2.915
South Korea,KOR,2007,-16.053
South Korea,KOR,2008,19.886
South Korea,KOR,2009,-7.962
South Korea,KOR,2010,4.971
South Korea,KOR,2011,16.746
South Korea,KOR,2012,-13.954
South Korea,KOR,2013,-27.234
South Korea,KOR,2014,43.872
South Korea,KOR,2015,26.031
South Korea,KOR,2016,-0.278
South Korea,KOR,2017,-24.242
South Korea,KOR,2018,-23.081
South Korea,KOR,2019,41.216
Spain,ESP,1966,21.031
Spain,ESP,1967,-12.781
Spain,ESP,1968,5.039
Spain,ESP,1969,19.336
Spain,ESP,1970,-7.472
Spain,ESP,1971,15.692
Spain,ESP,1972,16.361
Spain,ESP,1973,-13.244
Spain,ESP,1974,6.469
Spain,ESP,1975,-11.444
Spain,ESP,1976,-14.022
Spain,ESP,1977,49.408
Spain,ESP,1978,4.875
Spain,ESP,1979,14.256
Spain,ESP,1980,-50.694
Spain,ESP,1981,-8.789
Spain,ESP,1982,10.153
Spain,ESP,1983,7.442
Spain,ESP,1984,46.811
Spain,ESP,1985,13.394
Spain,ESP,1986,12.633
Spain,ESP,1987,13.131
Spain,ESP,1988,47.689
Spain,ESP,1989,-28.647
Spain,ESP,1990,11.589
Spain,ESP,1991,8.833
Spain,ESP,1992,-22.322
Spain,ESP,1993,15.981
Spain,ESP,1994,8.822
Spain,ESP,1995,-12.372
Spain,ESP,1996,49.244
Spain,ESP,1997,-14.714
Spain,ESP,1998,10.006
Spain,ESP,1999,-26.933
Spain,ESP,2000,33.642
Spain,ESP,2001,39.997
Spain,ESP,2002,-43.016
Spain,ESP,2003,54.303
Spain,ESP,2004,-12.692
Spain,ESP,2005,-41.612
Spain,ESP,2006,31.876
Spain,ESP,2007,0.877
Spain,ESP,2008,19.713
Spain,ESP,2009,12.944
Spain,ESP,2010,93.764
Spain,ESP,2011,-36.273
Spain,ESP,2012,13.895
Spain,ESP,2013,33.118
Spain,ESP,2014,-2.26
Spain,ESP,2015,-35.609
Spain,ESP,2016,21.391
Spain,ESP,2017,-42.968
Spain,ESP,2018,37.681
Spain,ESP,2019,-3.841
Sri Lanka,LKA,1966,0.094
Sri Lanka,LKA,1967,0.031
Sri Lanka,LKA,1968,0.178
Sri Lanka,LKA,1969,0.208
Sri Lanka,LKA,1970,0.531
Sri Lanka,LKA,1971,0.237
Sri Lanka,LKA,1972,0.06
Sri Lanka,LKA,1973,-0.421
Sri Lanka,LKA,1974,0.839
Sri Lanka,LKA,1975,0.219
Sri Lanka,LKA,1976,0.091
Sri Lanka,LKA,1977,0.29
Sri Lanka,LKA,1978,0.423
Sri Lanka,LKA,1979,0.265
Sri Lanka,LKA,1980,0.051
Sri Lanka,LKA,1981,0.254
Sri Lanka,LKA,1982,0.1
Sri Lanka,LKA,1983,-1.084
Sri Lanka,LKA,1984,2.431
Sri Lanka,LKA,1985,0.843
Sri Lanka,LKA,1986,0.693
Sri Lanka,LKA,1987,-1.3
Sri Lanka,LKA,1988,1.166
Sri Lanka,LKA,1989,0.568
Sri Lanka,LKA,1990,0.954
Sri Lanka,LKA,1991,-0.078
Sri Lanka,LKA,1992,-0.602
Sri Lanka,LKA,1993,2.489
Sri Lanka,LKA,1994,0.814
Sri Lanka,LKA,1995,1.181
Sri Lanka,LKA,1996,-3.506
Sri Lanka,LKA,1997,0.543
Sri Lanka,LKA,1998,1.299
Sri Lanka,LKA,1999,0.739
Sri Lanka,LKA,2000,-2.703
Sri Lanka,LKA,2001,-0.295
Sri Lanka,LKA,2002,-1.198
Sri Lanka,LKA,2003,1.639
Sri Lanka,LKA,2004,-1.002
Sri Lanka,LKA,2005,1.276
Sri Lanka,LKA,2006,3.106
Sri Lanka,LKA,2007,-1.903
Sri Lanka,LKA,2008,0.433
Sri Lanka,LKA,2009,-0.671
Sri Lanka,LKA,2010,4.664
Sri Lanka,LKA,2011,-2.739
Sri Lanka,LKA,2012,-3.254
Sri Lanka,LKA,2013,9.479
Sri Lanka,LKA,2014,-5.964
Sri Lanka,LKA,2015,3.782
Sri Lanka,LKA,2016,-4.366
Sri Lanka,LKA,2017,-0.174
Sri Lanka,LKA,2018,6.155
Sri Lanka,LKA,2019,-3.881
Sweden,SWE,1966,-2.519
Sweden,SWE,1967,10.561
Sweden,SWE,1968,-1.594
Sweden,SWE,1969,-19.086
Sweden,SWE,1970,-0.6
Sweden,SWE,1971,29.408
Sweden,SWE,1972,8.811
Sweden,SWE,1973,19.3
Sweden,SWE,1974,-7.517
Sweden,SWE,1975,28.475
Sweden,SWE,1976,3.478
Sweden,SWE,1977,7.192
Sweden,SWE,1978,22.339
Sweden,SWE,1979,1.822
Sweden,SWE,1980,10.031
Sweden,SWE,1981,34.1
Sweden,SWE,1982,-9
Sweden,SWE,1983,30.236
Sweden,SWE,1984,40.797
Sweden,SWE,1985,29.644
Sweden,SWE,1986,4.203
Sweden,SWE,1987,23.15
Sweden,SWE,1988,0.414
Sweden,SWE,1989,-5.017
Sweden,SWE,1990,8.6
Sweden,SWE,1991,-2.111
Sweden,SWE,1992,-5.372
Sweden,SWE,1993,-4.675
Sweden,SWE,1994,-10.3
Sweden,SWE,1995,16.481
Sweden,SWE,1996,-33.928
Sweden,SWE,1997,38.011
Sweden,SWE,1998,26.261
Sweden,SWE,1999,-9.667
Sweden,SWE,2000,-20.775
Sweden,SWE,2001,38.794
Sweden,SWE,2002,-47.124
Sweden,SWE,2003,-38.159
Sweden,SWE,2004,52.401
Sweden,SWE,2005,19.483
Sweden,SWE,2006,-44.7
Sweden,SWE,2007,15.004
Sweden,SWE,2008,1.325
Sweden,SWE,2009,-38.617
Sweden,SWE,2010,21.662
Sweden,SWE,2011,12.535
Sweden,SWE,2012,43.102
Sweden,SWE,2013,-36.48
Sweden,SWE,2014,3.917
Sweden,SWE,2015,20.354
Sweden,SWE,2016,-15.37
Sweden,SWE,2017,20.645
